Rank,Address,Name Tag,Balance,Percentage,Txn Count
242,0xec5feafe210c12bfc9a5d05925a123f1e73fbef8,,"45,376.10252836 ETH",0.03768049%,67
243,0x6130611f7a65deb930bd0c0825af88078fcced43,Bitstamp 21,"45,016 ETH",0.03738146%,3
244,0x7713974908be4bed47172370115e8b1219f4a5f0,,"44,976.5460997 ETH",0.03734870%,66
245,0x70773129aca50d298631283e137473ab8ffc0177,,"44,800.7606333 ETH",0.03720273%,2
246,0x7f3a1e45f67e92c880e573b43379d71ee089db54,,"44,499.5756803 ETH",0.03695262%,256
247,0x42697cc8cb495aebd453d016950344867d51f27e,,"44,199.90117489 ETH",0.03670377%,3
248,0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,,"43,786.31010243 ETH",0.03636032%,14
249,0x0c501d43206b97fa4300f1b0962742b4f938f70e,,"43,254.0044646 ETH",0.03591829%,"2,316"
250,0x9168765ee952de7c6f8fc6fad5ec209b960b7622,Manta Pacific:  Escrow for ETH,"42,920.99502547 ETH",0.03564176%,"30,824"
251,0x49be8a0773824e2917f4baccebbdf298e7cf27bd,,"42,918.1814894 ETH",0.03563943%,16
252,0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96,,"42,837.21096466 ETH",0.03557219%,4
253,0x866c9a77d8ab71d2874703e80cb7ad809b301e8e,,"42,800.00817266 ETH",0.03554129%,24
254,0x40638e9fe6005d9c1f8b7a7b4dec086707fdc84d,,"42,556.37859453 ETH",0.03533898%,704
255,0xc963eb5b4c9e1d9251d012373c3d430f066bcdec,,"42,000.011 ETH",0.03487697%,10
256,0x093c06ab7ffe19bd3efc8a55548bdf4285505577,,"41,435.75571734 ETH",0.03440841%,4
257,0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,,"41,234.43395 ETH",0.03424124%,7
258,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,Bitfinex: Hot Wallet,"41,192.65164663 ETH",0.03420654%,"347,838"
259,0x4b068fe2cee007a48db70b28047470ded49d6aba,,"41,040.33589786 ETH",0.03408006%,"2,070"
260,0x3b9de915fce667b90f919075c4d10067b15192a9,,"41,031.26475008 ETH",0.03407252%,7
261,0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a,,"40,891.62685493 ETH",0.03395657%,44
262,0xf367ae3ec7941e5145eebe0a820da59a7df82012,,"40,791.24475103 ETH",0.03387321%,11
263,0x8729dc4831577d8a30e28e264d974745d9a92335,,"40,759.4616742 ETH",0.03384682%,6
264,0xd641651ed7e19a04ce536610d75b3dcaf427ad73,,"40,756.60607285 ETH",0.03384445%,168
265,0xd69b0089d9ca950640f5dc9931a41a5965f00303,Gemini 7,"40,644.04076406 ETH",0.03375097%,196
266,0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,,"40,635.65324137 ETH",0.03374401%,30
267,0xabdc9f1bcf4d19ee96591030e772c334302f7d83,,"40,110 ETH",0.03330750%,3
268,0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc,,"40,097.71037473 ETH",0.03329730%,10
269,0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,,"40,000.0033 ETH",0.03321616%,4
270,0x062448f804191128d71fc72e10a1d13bd7308e7e,Deribit 3,"39,999.97811715 ETH",0.03321614%,39
271,0xba9b0c7552e36900b434d4b593d0a4295cec36d0,,"39,998.98780663 ETH",0.03321532%,6
272,0xd72fcafc43706d5854d034bf25cb96a07465c435,,"39,711.91944 ETH",0.03297693%,6
273,0x790137e76f83acb16c100bddd2fa2cd2ba8a540f,,"38,742.24252337 ETH",0.03217171%,2
274,0xf4e6deea1b4da85c2d68db8d771d37ec1148b853,,"38,732.98778836 ETH",0.03216402%,62
275,0x3530210047414414622f66d8e76dc65efa4714c9,,"38,580.40351427 ETH",0.03203732%,6
276,0x397510f7c4909eb2c30959f1470ffad7eb3869dd,,"38,070.85537306 ETH",0.03161419%,88
277,0x06a0048079ec6571cd1b537418869cde6191d42d,Binance 29,"37,913.56194792 ETH",0.03148357%,7
278,0x78d070de6735ef2f21d0a6532a9ae254cae0aecf,,"37,799.99515019 ETH",0.03138926%,28
279,0xdf1fc5523f2e5ea4f6dac2eaed3263953a391b0c,,"37,607.56527148 ETH",0.03122947%,277
280,0x04786aada9deea2150deab7b3b8911c309f5ed90,Gatecoin Hacker 4,"37,257.53286551 ETH",0.03093880%,61
281,0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,,"37,069.84075179 ETH",0.03078294%,86
282,0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477,,"36,982.79148534 ETH",0.03071065%,2
283,0x5a85aafa7fbca99ea32df27c33b14831feeb20f9,,"36,892.59184675 ETH",0.03063575%,15
284,0xefd04d371f346c04cec89568da832d45c5f1f3c6,,"36,728.17944587 ETH",0.03049922%,3
285,0x0111c0ae7b04a773b6f73d7fe65006713678f0c7,,"36,500.00096986 ETH",0.03030974%,56
286,0x9f2a6fa34ad8f0e8acdc77c24573b0324de97166,,"36,276.55986684 ETH",0.03012420%,15
287,0xdecffa6430a9b2e8aca7af813428566bb3a4151e,,"35,603.38948014 ETH",0.02956519%,3
288,0x618c8f4771bb2fea91cc936a37d804863c6027d0,,"35,538.88916412 ETH",0.02951163%,2
289,0xc79104b157573a322338776f56946825b06bdae3,,"35,472.76757239 ETH",0.02945672%,2
290,0x4399f61795d3e50096e236a6d31ab24470c99fd5,,"35,163.1925 ETH",0.02919965%,945
291,0x0aa688e6fe70ed7af4b18ebad588d5d7a553c958,,"34,938.61709242 ETH",0.02901316%,2
292,0x0b73f67a49273fc4b9a65dbd25d7d0918e734e63,Bitfinex 12,"34,740.37540505 ETH",0.02884854%,2
293,0xdda0483184e75a5579ef9635ed14baccf9d50283,,"34,443.59297248 ETH",0.02860209%,"7,338"
294,0xad10a0ec7a7fdd54b9d13fa8e2ee1d5f4e94627a,VanEck: ETHV Ethereum ETF,"34,416.40188736 ETH",0.02857951%,32
295,0x0cd2e58d93160773e98dba2d10f0e1f8bdd65959,,"34,386.98045498 ETH",0.02855508%,4
296,0x08621b0c521f58075c067de155bd6862ae68e482,,"34,124.60927874 ETH",0.02833721%,6
297,0xa3307fa292b7dd2c91218d5688556ff7eb1e5f88,,"33,943.97764981 ETH",0.02818721%,223
298,0x3262f13a39efaca789ae58390441c9ed76bc658a,,"33,856.86761762 ETH",0.02811488%,57
299,0x184744fb0ae65515732b76b6480d01975009af1a,,"33,600.654 ETH",0.02790211%,2
300,0x403a7a62c5b5f3a4cc3d6ef1fb5d283a8d2427e1,,"33,596.18592102 ETH",0.02789840%,2
301,0xb8c9d963559059ddda0df55c3b97b0dffd86b451,,"33,500 ETH",0.02781853%,12
302,0xdca6ab9508d28c0eb7b120b8252041edcb56753f,,"33,420 ETH",0.02775210%,17
303,0xf197c6f2ac14d25ee2789a73e4847732c7f16bc9,Bitpanda 4,"33,026.99567022 ETH",0.02742575%,"2,012"
304,0x85ad8bdf4a7b81cb647b90250b5b2f83cf23efe4,,"33,006.33673986 ETH",0.02740859%,13
305,0x14407276f054004a4c5807c779416fd3106503af,,"32,825.63904995 ETH",0.02725854%,2
306,0x38b50146e71916a5448de12a4d742135dcf39833,,"32,200.00000842 ETH",0.02673901%,4
307,0x514c8595ad5e696e5c0db6b1667972c595090ec7,,"32,001.01010601 ETH",0.02657376%,8
308,0x6c064fb0b9956b111fdcfe4297c03c980dd7730c,,"31,654.71815769 ETH",0.02628620%,214
309,0xea3aa67237e3f773d30b01034c63021eff59e158,,"31,355.463438 ETH",0.02603770%,2
310,0x6841731d5183fb7ccf89689b2e37cfdb8bf6799e,,"31,259.89397086 ETH",0.02595834%,2
311,0x078a9e1b56850dc9be25c20fb0f980c60775cf46,,"31,126.21099805 ETH",0.02584733%,2
312,0xd49a1525b46f9149ff665807c925bd83b5a6d7e3,,"31,111.95752033 ETH",0.02583549%,37
313,0xa97beb3a48c45f1528284cb6a95f7de453358ec6,,"31,000 ETH",0.02574252%,3
314,0x1eddfb5ef9d8a66d1ec39292a7d1ab42b865e04b,,"30,800.60814671 ETH",0.02557695%,25
315,0x2fad8ed34e368a5975d93a86f7c5390edd87e0a4,,"30,600 ETH",0.02541036%,3
316,0x64192819ac13ef72bf6b5ae239ac672b43a9af08,Axie Infinity: Ronin Bridge V2,"30,499.29381213 ETH",0.02532673%,"159,393"
317,0x7ffbafdc1e4f0a4b97130b075fb4a25f807a1807,,"30,481.18615186 ETH",0.02531170%,"2,237"
318,0xb085aa12d33c018254e7f844956b1100628e50b5,,"30,434.86013421 ETH",0.02527323%,2
319,0xb5742a2dde347217efc3a7eb54bf753d1ddcd469,,"30,358.77319771 ETH",0.02521004%,93
320,0x87c4d2ec2a79d016d961754b7917be074b24893b,,"30,111.47620684 ETH",0.02500469%,479
321,0xff64a8933e05c9d585ab72db95d207ebee9be5a8,,"30,106.17228532 ETH",0.02500028%,24
322,0x111cff45948819988857bbf1966a0399e0d1141e,bitFlyer,"30,028.33277522 ETH",0.02493564%,"17,993"
323,0x491561db8b6fafb9007e62d050c282e92c4b6bc8,,"30,023.00000576 ETH",0.02493122%,11
324,0xb5ab1ec3feac6134ab3cf7f0126d873929f756a2,,"30,006.7458331 ETH",0.02491772%,4
325,0x1fe29b608c1cab7b7354fc96c7bbb2a68355ced6,,"30,000.84763315 ETH",0.02491282%,11
326,0xa32e317f86ba61e87083e3e39bebba3837697678,,"30,000.01560306 ETH",0.02491213%,8
327,0x69073269729e6414b26ec8dc0fd935c73b579f1e,,"30,000 ETH",0.02491212%,2
328,0xa7e15ef7c01b58ebe5ef74aa73625ae4b11fe754,Deribit 4,"30,000 ETH",0.02491212%,8
329,0xa0f6121319a34f24653fb82addc8dd268af5b9e1,Deribit 2,"30,000 ETH",0.02491212%,16
330,0x92694498ac23728b1faf8d8ae083510bdff515ff,,"29,999.99487721 ETH",0.02491211%,3
331,0x11f52057c6969b4df9978948caa560a635a7fd3d,,"29,980.77271433 ETH",0.02489615%,6
332,0xf8047b8b16876435214b7b8ec6836a707b56a469,,"29,835.35834209 ETH",0.02477540%,3
333,0xa2f6abe26fe0e1c1f2684ab002ed02a59ffbf85a,,"29,817.59405002 ETH",0.02476065%,67
334,0x5d8f71af4f6afd7f89c2bb9db7d7f95f5ae127fd,,"29,550.84892284 ETH",0.02453914%,2
335,0xa15c9d4af12d42c612d5a7445d76f5cc3ac92a69,Bitwise: ETH Holding Address 1,"29,529.26932793 ETH",0.02452122%,115
336,0x770b376dca76cb1e190f9539010bce8d96c26bc6,,"29,162.64107615 ETH",0.02421677%,2
337,0xa3f480eb9e0a0d91d20538464c89a7d3d4951b63,,"29,000.25743287 ETH",0.02408193%,116
338,0x05d5dd85827200b98fb24f585e395bcf9e2d8de0,,"28,582.76004099 ETH",0.02373524%,4
339,0x379825f8da776b573a63404a5c499c8a379a131f,Bitstamp 15,"28,524 ETH",0.02368644%,6
340,0xf89d7b9c864f589bbf53a82105107622b35eaa40,Bybit: Hot Wallet,"28,350.67443826 ETH",0.02354251%,"6,059,880"
341,0xb203e1170a30e68dc5b20aac08aa42619842c79e,,"28,315.68643581 ETH",0.02351346%,197
342,0x24c030caf0aab4e8aea86ab913a59fa909a659d5,,"28,065.48577559 ETH",0.02330569%,2
343,0x34780c209d5c575cc1c1ceb57af95d4d2a69ddcf,,"28,002.90739826 ETH",0.02325372%,130
344,0x9e7972d68b9ec0980ffaca75daf7ad3ea84d9137,,"27,788.15316954 ETH",0.02307539%,2
345,0xae5d3d7ad60939bc9f0a5588457b5e75fa458d2e,,"27,586.48679702 ETH",0.02290793%,33
346,0x441d3663b321fd828350411641d7c9d57a183fcb,,"27,536.63917999 ETH",0.02286653%,29
347,0xcfee6efec3471874022e205f4894733c42cbbf64,Deribit 7,"27,489.99808611 ETH",0.02282780%,19
348,0xb17c443c89b0c18e53b6e25ae55297e122b30e5c,,"27,450.25556456 ETH",0.02279480%,15
349,0xc8dd597fcf3c5d0b1c481201ddda275a860f4199,,"27,302.13843624 ETH",0.02267180%,3
350,0x955a27306f1eb21757ccbd8daa2de82675aabc36,,"27,275.95725818 ETH",0.02265006%,89
351,0xe7f13fa41185994ad813ae870a97833228ceeb01,,"27,262.29889186 ETH",0.02263872%,3
352,0xa028bef2835cab01d39dc3ff34abc46a2f665bb4,,"27,049.71880144 ETH",0.02246219%,339
353,0x70cd5778307be9390a5ed8edffaf7398b333d124,,"27,030.39191192 ETH",0.02244614%,24
354,0x57757e3d981446d585af0d9ae4d7df6d64647806,,"27,018.2129183 ETH",0.02243603%,"1,655"
355,0xd04daa65144b97f147fbc9a9b45e741df0a28fd7,,"27,000.99870382 ETH",0.02242173%,90
356,0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1,,"26,842.85820421 ETH",0.02229041%,2
357,0xa0e239b0abf4582366adaff486ee268c848c4409,,"26,723.02353416 ETH",0.02219090%,58
358,0x517c46825fb35c273de66d71dcef0d7b63b1076b,,"26,475.5966108 ETH",0.02198544%,919
359,0xb3e45b73401c0acae07751e5c062bf98639c7090,,"26,338.4465181 ETH",0.02187155%,1
360,0x4ae51f92c4569ad0a7c0efd4084c331a1490415e,,"26,253.38393204 ETH",0.02180091%,2
361,0x2efb50e952580f4ff32d8d2122853432bbf2e204,Robinhood 2,"26,139.29222474 ETH",0.02170617%,"10,154"
362,0xebec795c9c8bbd61ffc14a6662944748f299cacf,Fee Recipient: 0xeBe...Acf,"26,063.94310732 ETH",0.02164360%,"198,419"
363,0x95cddecd01856aa896426bd1ee021d87f3a5c199,,"26,000.158836 ETH",0.02159063%,12
364,0x63b69ff1dd735dcc4556257e63604a7087aef640,,"25,885.455 ETH",0.02149538%,5
365,0x7711be4c8ce719146667e21b4829fb839f5cc28e,,"25,878.65743357 ETH",0.02148974%,2
366,0x06f6bbe65d594e046971a1a0337c838e454bef33,,"25,869.26935469 ETH",0.02148194%,3
367,0xee471215e428c08ba69751627e5f6761bba7ae18,,"25,729.44516141 ETH",0.02136583%,31
368,0x738ca94db7ce8be1c3056cd6988eb376359f3353,,"25,500 ETH",0.02117530%,3
369,0xc0bc8ffc7d1339ccf81e8f4db0ca0bc82f30bbf6,,"25,352.55068796 ETH",0.02105286%,78
370,0xe9b45c2973ed20285ac66966eebd52d5e0fe7362,,"25,324.65541869 ETH",0.02102969%,36
371,0x01e94b2bf66297c0fc3841f3edb6f49f080a801c,,"25,297.75100604 ETH",0.02100735%,4
372,0xa329e0274b764c45873346098ec9ddcec1546731,,"25,201.79700712 ETH",0.02092767%,3
373,0xddbe36334fa75a371c22ecb4cef41d66061564b3,,"25,173.46617744 ETH",0.02090414%,3
374,0x0017408209fd546fda8f5f5135ebfb346a7cfabf,,"25,114.9998404 ETH",0.02085559%,3
375,0x17907a61ddea6dfb4f8c3f5dbcfac086303b8653,,"25,075.36879997 ETH",0.02082268%,3
376,0x7c0c71d143c0ab9e1abc793b14d99b5cf8765e62,,"25,071.87611934 ETH",0.02081978%,30
377,0x8c11bda622e6780ff36e5b4d887db5d186367df9,,"25,000.00000544 ETH",0.02076010%,3
378,0xed9258097cc80e1e6ebf2c9b132eb135c81bb4ef,Bitwise: ETH Holding Address 2,"25,000 ETH",0.02076010%,2
379,0x54a679e853281a440911f72eae0e24107e9413dc,,"25,000 ETH",0.02076010%,10
380,0x6f28ebf3170aa00bfdf7131a4635a04976c657ed,Bitwise: ETH Holding Address 5,"25,000 ETH",0.02076010%,2
381,0x7716d9e70779ee3d2580dcca818521a85e59eec8,Bitwise: ETH Holding Address 4,"25,000 ETH",0.02076010%,3
382,0x072b8ec96f4bd51d85d2c9507cad23d930623348,,"24,990.00000889 ETH",0.02075179%,4
383,0xa23cbcdfafd09de2ce793d0a08f51865885be3f5,,"24,971.99789688 ETH",0.02073684%,811
384,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,Lido: Curve Liquidity Farming Pool Contract,"24,829.769329 ETH",0.02061874%,"73,946"
385,0xb8040536958d5998ce4bec0cfc9c2204989848e9,,"24,472.42001 ETH",0.02032199%,4
386,0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb,,"24,458.5995789 ETH",0.02031052%,3
387,0x7a5e99e67d6a5e8995f93d90d34ccb4b58524585,,"24,280.69030769 ETH",0.02016278%,2
388,0x4caab33b374048d87f8e7f383f88bd8f08b93440,,"24,268.97508915 ETH",0.02015305%,3
389,0x15e34a8324164ef0890471f6f527451f7a22cf12,,"24,099.99687707 ETH",0.02001273%,7
390,0x17a96a2103c69c8d283bd8b229938bf339d67364,,"23,974.87499096 ETH",0.01990883%,2
391,0xf4e11b89519eccd988a56749f1c64ad9bfe0298f,Prime Trust: Legacy MultiSig 1,"23,777.72736702 ETH",0.01974512%,252
392,0x0b691757950dc0781c0a56b7ce6741f04b04c977,,"23,768.57148636 ETH",0.01973751%,2
393,0xa4ba59edffeb8bf4036907b3cd2bc4da8c90f5c5,,"23,758.11348603 ETH",0.01972883%,2
394,0xbc9b1e338fadf78c6a5667d1efb11c75b627a5fd,,"23,689.86734307 ETH",0.01967216%,15
395,0xf584f8728b874a6a5c7a8d4d387c9aae9172d621,Jump Trading,"23,306.30827673 ETH",0.01935365%,"128,327"
396,0x649614d3f7a7d68b3cf3c00264a07eeae4326fdc,,"23,073.401 ETH",0.01916024%,6
397,0x3cc936b795a188f0e246cbb2d74c5bd190aecf18,MEXC 3,"23,066.44008837 ETH",0.01915446%,"150,550"
398,0xde8b1b1c6501c4aac85df0e64a198fb7bb65ea60,,"23,000.03520728 ETH",0.01909932%,5
399,0xc7e9079f03a07d93e101cd4079b69283d9f47d29,Grayscale: Ethereum Mini Trust 18,"22,840.53294055 ETH",0.01896687%,4
400,0x210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,"22,735.52101183 ETH",0.01887967%,43
401,0xbe8fe56063aa85014ea674db171dcba015c3a4d4,,"22,735.07818832 ETH",0.01887930%,4
402,0xae0e8770147aaa6828a0d6f642504663f10f7d1e,,"22,427.98564719 ETH",0.01862429%,159
403,0x02d3e24545ec92951e51a953b4d24068e7c6d8a4,,"22,268.1891379 ETH",0.01849159%,515
404,0xd01ae1a708614948b2b5e0b7ab5be6afa01325c7,QubitFin Exploiter,"22,212.58885184 ETH",0.01844542%,137
405,0xedc4402812c1e4d8312a5a2ed7bfee89c49613ba,,"22,090.45204061 ETH",0.01834400%,30
406,0x79b91d213e019c62e6d1ef87c2e6e9fd07320373,,"22,088.43704875 ETH",0.01834232%,29
407,0x6fe6b1ab512a0bbef752086bded463107dd8ba15,,"22,083.554982 ETH",0.01833827%,27
408,0xabf81ecd63f1e4816abb1747aedbcde720459fe0,,"22,080.759239 ETH",0.01833595%,23
409,0x378d1814b1d3d84c10a51317d26584b61c70b617,,"22,079.9841865 ETH",0.01833531%,22
410,0xe09f3fd42f4b7d6d2d70d412298973658f2b23b5,,"22,078.99131153 ETH",0.01833448%,29
411,0xa40f46d4dbd33be5f4cc11772e95f8fa8dc67dab,,"21,953.01321883 ETH",0.01822987%,2
412,0xc155e5ca4e17041333ae66728b1fd77bf178be74,,"21,860.86052198 ETH",0.01815334%,39
413,0x4cc61daed7824ff8b5081f204e16bea330c2eeab,,"21,807.005 ETH",0.01810862%,6
414,0x9b0e462214e6bb5345ad3b78c09f7c043eb4fd6f,,"21,768.69270371 ETH",0.01807681%,9
415,0x43ab622752d766d694c005acfb78b1fc60f35b69,,"21,704.32557927 ETH",0.01802336%,108
416,0xca8a031cdb5bbd4559d526a723093582f80aa3c2,,"21,531.60175595 ETH",0.01787993%,6
417,0xab3e9f1133c597f03768510e7e65004a04c9d427,Grayscale: Ethereum Mini Trust 1,"21,322.65685661 ETH",0.01770642%,7
418,0x67fad242e46bcae9c23c0ab59b7c55ae7fdff34e,,"21,229.43458686 ETH",0.01762901%,4
419,0xaf25663da625032c2f486a28b6d55b8cd22b74cc,,"21,108.37084332 ETH",0.01752847%,4
420,0xeb794a13dcc8710f6578070e884a20c1dde4b28d,,"21,000.00000592 ETH",0.01743848%,4
421,0x3ac7396b9dd049cba2db72934f7e35752147e364,,"20,995.23121566 ETH",0.01743452%,5
422,0x4085607d49c5e6eb9af262a156a9089cd04d3e5c,,"20,972.44722559 ETH",0.01741560%,10
423,0x92982bccb608936be803fad34c03414e888ee1de,,"20,966.85375154 ETH",0.01741096%,12
424,0x830b9eba30096ee7d8b10dbe4a5912c5ba69b019,,"20,917.95496412 ETH",0.01737035%,3
425,0x5a814d65a25cf2463f8988a2ca685012fcbc30be,,"20,858.66781163 ETH",0.01732112%,68
426,0x3bbf4e8fadbff1be660b2fd6cae33314caeaa301,,"20,845.47197688 ETH",0.01731016%,67
427,0xb909543fe81a472d5bc9af8f66b896aa3159141e,,"20,800.0002 ETH",0.01727240%,8
428,0x1d5a591eebb5bcb20f440d121e4f62e8d1689997,,"20,753 ETH",0.01723337%,5
429,0xcd4a584d5938a431083183055ac7a066aa3e1985,,"20,644.04924384 ETH",0.01714290%,4
430,0x184f1960bafd44e8ad8d56ae91ce641678a48602,,"20,594.92191672 ETH",0.01710210%,3
431,0x6a51d95b6f9e24b4ae71fe4751b12ff87ddb19cd,,"20,443.75197103 ETH",0.01697657%,55
432,0xab3c66a06a5940b811ad1d98d8b6ea5456657993,,"20,398.093028 ETH",0.01693866%,9
433,0x03211daae0b65cf396945868d022bb77de22efa2,Grayscale: Ethereum Mini Trust 19,"20,234.510235 ETH",0.01680282%,5
434,0xfc6772aa0821b06559ccd746deed5d0f95afc13d,,"20,217.20030008 ETH",0.01678844%,37
435,0xad6eaa735d9df3d7696fd03984379dae02ed8862,Cumberland: 0xad6...862,"20,210.91625349 ETH",0.01678322%,"61,623"
436,0xf8092d0679cc835b3d51d46163e649f2de5c680d,,"20,199.682 ETH",0.01677389%,7
437,0x14bbf6493b7923284e4957fa4de9f3c2b1bab120,,"20,182.74315246 ETH",0.01675983%,2
438,0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,,"20,087.25468364 ETH",0.01668053%,128
439,0x253f1e742a2cec86b0d7b306e5eacb6ccb2f8554,,"20,040.00026863 ETH",0.01664129%,4
440,0xcddf488f1c826160ee832d4f1492f00cf8557ff6,Bitstamp 39,"20,039.48001114 ETH",0.01664086%,161
441,0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,Gate.io 3,"20,027.26719959 ETH",0.01663072%,"38,144"
442,0xd64a2d50f8858537188a24e0f50df1681ab07ed7,,"20,002.03317747 ETH",0.01660977%,29
443,0x3c8fdb4b682a6149f5c90821d9ce94940d567a7f,,"20,001.03192067 ETH",0.01660894%,36
444,0x41d02938752a066fe5b69fb3f4f3efbc33aa223c,,"20,000.95684911 ETH",0.01660887%,2
445,0xf770ef2e23bae5de5f7dd0cfe56fe68c8c3cfa48,,"20,000.95621541 ETH",0.01660887%,5
446,0xddd5c28028db9b0474c87649f3b265f7a0af3651,,"20,000.93057855 ETH",0.01660885%,3
447,0x24cc59bc6d1e5145b073a5e5aac1486d1548a7fb,,"20,000.70849129 ETH",0.01660867%,4
448,0x6a7b2e0d88867ff15d207c222bebf94fa6ce8397,,"20,000.402518 ETH",0.01660841%,25
449,0x3b7f0c36d59a8c9c5e4ef2210d18651b17f82d86,,"20,000.3732875 ETH",0.01660839%,15
450,0x14fd2489f8dce14e9a14a60b23c1cb54527c2c1b,,"20,000.1672819 ETH",0.01660822%,3
451,0x2449bfe8754b79add948bb3814aceff176b6e559,,"20,000.08275527 ETH",0.01660815%,27
452,0x5608c231745fe46b9f73058cde0d86ac0ff0df38,,"20,000.001278 ETH",0.01660808%,3
453,0x5ce2e7ceaaa18af0f8aafa7fbad74cc89e3cd436,,"20,000.001 ETH",0.01660808%,3
454,0x0a636a76405627698880b96dc9e96b0c12aa90b9,,"20,000.00013075 ETH",0.01660808%,4
455,0xe652a5404f5867ba5d9ece2b95f48b3a267f6d69,,"20,000.00002171 ETH",0.01660808%,3
456,0xda0f9efb79cca7321adf4bc56fbda57232ded986,,"20,000.0000144 ETH",0.01660808%,2
457,0xa3932a31d6ff75fb3b1271ace7caa7d5e1ff1051,,"20,000.00001245 ETH",0.01660808%,3
458,0x93a107b4bee1c3679d42ff97d03582d2ead43fd0,,"20,000.000009 ETH",0.01660808%,2
459,0x8660f250d912c528285747da47518a94e56899a6,,"20,000.0000089 ETH",0.01660808%,2
460,0x84678bbe94eeec41e312cc9e557217926c6b2f6d,,"20,000.0000088 ETH",0.01660808%,2
461,0x8f5e73014d00bee5f88505db1950830373911d3a,,"20,000.0000077 ETH",0.01660808%,2
462,0x0dc0dd9978de3ed2a9ccd64e1a5f051050d9a55c,,"20,000.00000647 ETH",0.01660808%,2
463,0x58eaa8177d4309a8bb83205e49a8468cfa799d7e,,"20,000.00000001 ETH",0.01660808%,0
464,0xd942de4784f7a48716c0fd4b9d54a6e54c5f2f3e,,"20,000 ETH",0.01660808%,2
465,0x02b6d65cb00b7b36e1fb5ed3632c4cb20a894130,,"20,000 ETH",0.01660808%,2
466,0xb1cd4bdfd104489a026ec99d597307a04279f173,,"20,000 ETH",0.01660808%,2
467,0x12afbcba1427a6a39e7ba4849f7ab1c4358ac31b,,"20,000 ETH",0.01660808%,2
468,0xa6b6f509b205a199962585f094d53bd89be619fc,,"20,000 ETH",0.01660808%,2
469,0x27ca5d05bb99a31c1cb793c8679f605ea58c1dd3,,"20,000 ETH",0.01660808%,2
470,0xe551729730118c7114e9465f3743a73c417090a4,,"20,000 ETH",0.01660808%,1
471,0x53a6513a945c263fb7868e62959d55543a9f8b5e,,"20,000 ETH",0.01660808%,2
472,0x91056475a96c5bf3ede4bba4d4b856c4210b70cd,,"20,000 ETH",0.01660808%,1
473,0x73e47ed13c96bbfa3301565226f7650c171c65ae,,"20,000 ETH",0.01660808%,2
474,0x1514f411b9c7fcc763af4d97182b26e2df162552,,"20,000 ETH",0.01660808%,1
475,0x329b872573ba71bef919ae216de07158a872629d,,"20,000 ETH",0.01660808%,1
476,0x809817ed1b3d124067c43c79695c816285897673,,"20,000 ETH",0.01660808%,1
477,0x9f04ebdecb2db3b063966dd268f9d28fdf02c6d6,,"20,000 ETH",0.01660808%,1
478,0x083937d7b7e7620c63356fdf07bf50dcd8c61551,,"20,000 ETH",0.01660808%,2
479,0x3ed847c6657a30cdb2d75d64963653bb955549df,,"20,000 ETH",0.01660808%,1
480,0x9a421241c98bbb8ae013e4a5f85e5067e3874d16,,"19,999.99958 ETH",0.01660808%,1
481,0x4fdb97ed75b9e7e30601e62f7be0694f31eac8dc,,"19,999.99958 ETH",0.01660808%,2
482,0x99fb6ce36c483d1538db14c58bbb1f967ae17bc7,,"19,999.99750214 ETH",0.01660808%,3
483,0x84a81673851c6c024b825fe58afbb8a5ba0d927d,,"19,999.997496 ETH",0.01660808%,3
484,0x6c831c124f02ab3df986c640fb36cb70ebec0232,,"19,999.9917785 ETH",0.01660807%,2
485,0x94c055e858357aaa30cf2041fa9059ce164a1f91,,"19,999 ETH",0.01660725%,3
486,0xbd9ed5848af944ad0e7796101e50287ee3260426,,"19,973.30423736 ETH",0.01658591%,3
487,0xaa06a9e8c44db313725f658a25f60df0ae5c1f72,,"19,898.15925918 ETH",0.01652351%,136
488,0x782699c2eee62027e118c804537315d5d105c3aa,,"19,891.97840177 ETH",0.01651838%,3
489,0xcbad44d01ae887bd0295aebf4bb0c28abfc14a17,,"19,785.20307979 ETH",0.01642971%,7
490,0xfb90d21c9c40153a87058a98bc124529a0500537,,"19,764.3337 ETH",0.01641238%,2
491,0xc6ee35934229693529dc41d9bb71a2496658b88e,,"19,700 ETH",0.01635896%,4
492,0x8f509a90c2e47779ca408fe00d7a72e359229ada,,"19,681.09460465 ETH",0.01634326%,98
493,0x354e1b45f31865132ca1c954c5b2ec9aa87c7fa8,,"19,678.05846725 ETH",0.01634074%,280
